iter	F1	Logloss
883	0.7642451236	0.4658112336
884	0.7642451236	0.4657788941
885	0.7642901045	0.4657338658
886	0.7642901045	0.4656884684
887	0.7642901045	0.4656640289
888	0.7642901045	0.465639124
889	0.7642901045	0.4656265671
890	0.7642901045	0.465612353
891	0.7642901045	0.4656024928
892	0.7641001998	0.4655838951
893	0.7642901045	0.4655402987
894	0.7642901045	0.4655242493
895	0.7642901045	0.4654897197
896	0.7642901045	0.4654726773
897	0.7644799508	0.4654480949
898	0.7644799508	0.4654177433
899	0.7644799508	0.4653961367
900	0.7645974186	0.4653659582
901	0.7645974186	0.4653164976
902	0.7645974186	0.4652832891
903	0.7647872177	0.4652477081
904	0.7647872177	0.4652184105
905	0.7647872177	0.4652015002
906	0.7647872177	0.4651768686
907	0.7647872177	0.4651689566
908	0.7647872177	0.4651474394
909	0.7647872177	0.4651210212
910	0.7647872177	0.4650916541
911	0.7647872177	0.465067857
912	0.7647872177	0.4650306762
913	0.7647872177	0.4649971058
914	0.7647872177	0.4649641849
915	0.7647872177	0.4649473428
916	0.7647872177	0.464919659
917	0.7647872177	0.4648939402
918	0.7647872177	0.4648495432
919	0.7647872177	0.4648411664
920	0.7647872177	0.4648135263
921	0.7647872177	0.4647882617
922	0.7647872177	0.4647776484
923	0.7647872177	0.4647692399
924	0.7647872177	0.4647520643
925	0.7647872177	0.4647315554
926	0.7647872177	0.4646862492
927	0.7647872177	0.464675497
928	0.7647872177	0.4646411888
929	0.7647872177	0.464626902
930	0.7647872177	0.4646180324
931	0.7647872177	0.4645883866
932	0.7647872177	0.464573409
933	0.7647872177	0.464563384
934	0.7647872177	0.4645277946
935	0.7647872177	0.4645091125
936	0.7649769585	0.4644841821
937	0.7650944846	0.4644553802
938	0.7650944846	0.4644322767
939	0.7650944846	0.464425257
940	0.7650944846	0.4644051964
941	0.7650944846	0.4643883749
942	0.7650944846	0.4643539513
943	0.7649047326	0.4643147711
944	0.7649047326	0.4643086988
945	0.7649047326	0.4642916017
946	0.7649047326	0.4642429153
947	0.7649047326	0.4642302863
948	0.7649047326	0.4642011337
949	0.7649047326	0.4641802201
950	0.7650222837	0.4641447268
951	0.7650222837	0.4641159219
952	0.7650222837	0.4640979833
953	0.7650222837	0.4640791237
954	0.7650222837	0.464067651
955	0.7650222837	0.4640488191
956	0.7652120467	0.4640235601
957	0.7654017514	0.4639880693
958	0.7654017514	0.4639410374
959	0.7654017514	0.463891791
960	0.7654017514	0.463889115
961	0.7654017514	0.4638643857
962	0.7654017514	0.4638431192
963	0.7654017514	0.4637987378
964	0.7654017514	0.463781965
965	0.7654017514	0.4637688455
966	0.7654017514	0.4637581374
967	0.7654017514	0.4637483864
968	0.7654017514	0.4637005606
969	0.7654017514	0.4636785275
970	0.7654017514	0.4636580994
971	0.7654017514	0.4636382471
972	0.7654017514	0.4636075615
973	0.7654017514	0.4635737595
974	0.7654017514	0.4635597286
975	0.7654017514	0.4635454921
976	0.7655913978	0.463496442
977	0.7655913978	0.4634694387
978	0.7655913978	0.4634642799
979	0.7655913978	0.4634501091
980	0.7655913978	0.4634254251
981	0.7655913978	0.4633841524
982	0.7655913978	0.4633435037
983	0.7655913978	0.4633210703
984	0.7655913978	0.4633129252
985	0.7655913978	0.46328568
986	0.76556495	0.4632387726
987	0.76556495	0.4632299393
988	0.76556495	0.4632122312
989	0.76556495	0.4631809627
990	0.76556495	0.4631645617
991	0.7656826568	0.4631455388
992	0.7656826568	0.4631396912
993	0.7656826568	0.4631258782
994	0.7656826568	0.4631136921
995	0.7656826568	0.4630795488
996	0.7656826568	0.4630694603
997	0.7658724058	0.46306498
998	0.7658724058	0.4630258092
999	0.7658724058	0.4630007111
